experiment_id,geometry,mode,k_min,k_max,n_cells,CP,MPIW,CP_Ankara,CP_Antalya,CP_Konya,CP_Rize,CP_Van,worst_step_dev,CP_AprMay,max_city_deviation,reliability
abl_loss_huber_s42_b1,temporal,global,1.3875032663345337,1.3875032663345337,1,0.877342383259319,354.6116943359375,0.8901562893874464,0.8844086021505376,0.8804656801270797,0.8469089659320359,0.8840006694280574,0.11010895883777239,,0.10309103406796405,0.07265761674068094
abl_loss_huber_s42_b1,temporal,per_horizon,1.249778389930725,1.4719749689102173,24,0.8771321154622527,354.197021484375,0.8906604487017897,0.8840543469200633,0.8791489005935959,0.8471882115392877,0.8838542320405004,0.09840597255851491,,0.10281178846071226,0.07286788453774729
abl_loss_huber_s42_b1,temporal,per_city,1.267031192779541,1.6009280681610107,5,0.868220966222581,345.39019775390625,0.8792328375766743,0.8355838959739935,0.8398336259510074,0.9345706061777721,0.8538136479645203,0.11505246166263106,,0.11441610402600644,0.08177903377741891
abl_loss_huber_s42_b1,temporal,city_horizon,1.1770511865615845,1.7405110597610474,120,0.8683303054770556,345.57708740234375,0.8784765986051593,0.8350212553138284,0.8412131092718,0.9348713322163509,0.854001924605665,0.10708232445520571,,0.11497874468617153,0.08166969452294437
abl_loss_huber_s42_b1,temporal,per_season,1.3875032663345337,1.5263599157333374,3,0.8958375386892746,371.92864990234375,0.9060793210654566,0.9023505876469117,0.8964133433659393,0.8717618249774456,0.9019706288439814,0.09023405972558507,,0.07823817502255437,0.05416246131072533
abl_loss_huber_s42_b1,temporal,city_season,1.2665762901306152,1.7020291090011597,15,0.8910938971874579,366.8426818847656,0.9076758255608772,0.8794698674668667,0.8913552378563665,0.8984834815483095,0.8787916823563867,0.09275625504439056,,0.07120831764361324,0.05890610281254205
abl_loss_huber_s42_b1,temporal,season_horizon,1.3306167125701904,1.6388298273086548,72,0.8966617884537748,372.41644287109375,0.9070036131417528,0.9031216137367675,0.8971030850263356,0.8724062379172574,0.903058449437262,0.08367635189669087,,0.0775937620827426,0.0533382115462252
abl_loss_huber_s42_b1,temporal,city_season_horizon,1.1785439252853394,2.043506145477295,360,0.8924059682411519,368.43157958984375,0.9084530711704899,0.8809494040176711,0.8927347211771591,0.8989130901748507,0.881260198318062,0.09073849878934626,,0.06905059598232888,0.05759403175884803
abl_loss_huber_s42_b1,season_balanced,none,1.0,1.0,0,0.7977180379267125,341.4498596191406,0.8122265098502612,0.8344761128201327,0.8274297936680619,0.7004683097934586,0.8129723383960672,0.1805644302449414,0.7460472102133188,0.2495316902065413,0.15228196207328748
abl_loss_huber_s42_b1,season_balanced,global,1.508257269859314,1.508257269859314,1,0.9456980282398353,514.9942016601562,0.9547829619098613,0.9583225232571069,0.9541238729187026,0.913148123962162,0.947795142710397,0.02594959176428835,0.9323915646755566,0.036851876037837905,0.004301971760164669
